PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
027-940,Jantzen 0272 22uF 400V Crosscap Capacitor,22.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0272-22uF-400V-Crosscap-Capacitor-027-940,11.37
027-286,Jantzen 0455 22uF 400V Z-Standard Capacitor,22.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0455-22uF-400V-Z-Standard-Capacitor-027-286,16.35
027-120,Audyn Cap Q4 22uF 400V MKP Foil Capacitor,22.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-22uF-400V-MKP-Foil-Capacitor-027-120,
027-348,22uF 100V Non-Polarized Capacitor,22.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/22uF-100V-Non-Polarized-Capacitor-027-348,1.29
027-586,Solen 24uF 400V Polypropylene Capacitor,24.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-24uF-400V-Polypropylene-Capacitor-027-586,16.1
027-256,Dayton Audio PMPC-25 25uF 250V Precision Audio C,25.0,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-25-25uF-250V-Precision-Audio-Capacitor-027-256,6.29
027-438,Dayton Audio DMPC-25 25uF 250V Polypropylene C,25.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-25-25uF-250V-Polypropylene-Capacitor-027-438,17.69
027-439,Dayton Audio DMPC-27 27uF 250V Polypropylene C,27.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-27-27uF-250V-Polypropylene-Capacitor-027-439,6.99
027-588,Solen 27uF 400V Polypropylene Capacitor,27.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-27uF-400V-Polypropylene-Capacitor-027-588,18.49
027-942,Jantzen 0274 27uF 400V Crosscap Capacitor,27.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0274-27uF-400V-Crosscap-Capacitor-027-942,12.17
027-440,Dayton Audio DMPC-30 30uF 250V Polypropylene C,30.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-30-30uF-250V-Polypropylene-Capacitor-027-440,7.69
027-590,Solen 30uF 400V Polypropylene Capacitor 027-590,30.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-30uF-400V-Polypropylene-Capacitor-027-590,7.69
027-441,Dayton Audio DMPC-33 33uF 250V Polypropylene C,33.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-33-33uF-250V-Polypropylene-Capacitor-027-441,9.29
027-288,Jantzen 0458 33uF 400V Z-Standard Capacitor,33.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0458-33uF-400V-Z-Standard-Capacitor-027-288,22.27
027-121,Audyn Cap Q4 33uF 400V MKP Foil Capacitor,33.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-33uF-400V-MKP-Foil-Capacitor-027-121,15.07
027-592,Solen 33uF 400V Polypropylene Capacitor,33.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-33uF-400V-Polypropylene-Capacitor-027-592,9.29
027-944,Jantzen 0278 33uF 400V Crosscap Capacitor,33.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0278-33uF-400V-Crosscap-Capacitor-027-944,14.69
027-350,33uF 100V Non-Polarized Capacitor,33.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/33uF-100V-Non-Polarized-Capacitor-027-350,1.49
027-594,Solen 36uF 400V Polypropylene Capacitor,36.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-36uF-400V-Polypropylene-Capacitor-027-594,24.68
027-946,Jantzen 0280 39uF 400V Crosscap Capacitor,39.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0280-39uF-400V-Crosscap-Capacitor-027-946,9.89
027-596,Solen 39uF 400V Polypropylene Capacitor,39.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-39uF-400V-Polypropylene-Capacitor-027-596,19.02
027-260,Dayton Audio PMPC-40 40uF 250V Precision Audio C,40.0,1,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-PMPC-40-40uF-250V-Precision-Audio-Capacitor-027-260,9.89
027-442,Dayton Audio DMPC-40 40uF 250V Polypropylene C,40.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-40-40uF-250V-Polypropylene-Capacitor-027-442,19.02
027-448,Dayton Audio DMPC-47 47uF 250V Polypropylene C,47.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-47-47uF-250V-Polypropylene-Capacitor-027-448,12.99
027-122,Audyn Cap Q4 47uF 400V MKP Foil Capacitor,47.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-47uF-400V-MKP-Foil-Capacitor-027-122,20.86
027-600,Solen 47uF 400V Polypropylene Capacitor,47.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-47uF-400V-Polypropylene-Capacitor-027-600,12.99
027-289,Jantzen 0461 47uF 400V Z-Standard Capacitor,47.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0461-47uF-400V-Z-Standard-Capacitor-027-289,31.71
027-948,Jantzen 0282 47uF 400V Crosscap Capacitor,47.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0282-47uF-400V-Crosscap-Capacitor-027-948,20.6
027-352,47uF 100V Non-Polarized Capacitor,47.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/47uF-100V-Non-Polarized-Capacitor-027-352,2.19
027-443,Dayton Audio DMPC-50 50uF 250V Polypropylene C,50.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-50-50uF-250V-Polypropylene-Capacitor-027-443,24.98
027-354,50uF 100V Non-Polarized Capacitor,50.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/50uF-100V-Non-Polarized-Capacitor-027-354,
027-602,Solen 51uF 400V Polypropylene Capacitor,51.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-51uF-400V-Polypropylene-Capacitor-027-602,13.89
027-950,Jantzen 0284 56uF 400V Crosscap Capacitor,56.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0284-56uF-400V-Crosscap-Capacitor-027-950,24.42
027-444,Dayton Audio DMPC-60 60uF 250V Polypropylene C,60.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-60-60uF-250V-Polypropylene-Capacitor-027-444,17.49
027-123,Audyn Cap Q4 68uF 400V MKP Foil Capacitor,68.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-68uF-400V-MKP-Foil-Capacitor-027-123,27.41
027-952,Jantzen 0286 68uF 400V Crosscap Capacitor,68.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0286-68uF-400V-Crosscap-Capacitor-027-952,26.38
027-608,Solen 68uF 400V Polypropylene Capacitor,68.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-68uF-400V-Polypropylene-Capacitor-027-608,34.98
027-356,68uF 100V Non-Polarized Capacitor,68.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/68uF-100V-Non-Polarized-Capacitor-027-356,2.49
027-358,80uF 100V Non-Polarized Capacitor,80.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/80uF-100V-Non-Polarized-Capacitor-027-358,2.79
027-954,Jantzen 0288 82uF 400V Crosscap Capacitor,82.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0288-82uF-400V-Crosscap-Capacitor-027-954,30.92
027-612,Solen 82uF 400V Polypropylene Capacitor,82.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-82uF-400V-Polypropylene-Capacitor-027-612,43.18
027-124,Audyn Cap Q4 82uF 400V MKP Foil Capacitor,82.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-82uF-400V-MKP-Foil-Capacitor-027-124,31.74
027-446,Dayton Audio DMPC-90 90uF 250V Polypropylene C,90.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-90-90uF-250V-Polypropylene-Capacitor-027-446,28.19
027-447,Dayton Audio DMPC-100 100uF 250V Polypropylene C,100.0,5,250,Metalized Polypropylene,https://www.parts-express.com/Dayton-Audio-DMPC-100-100uF-250V-Polypropylene-Capacitor-027-447,31.29
027-956,Jantzen 0290 100uF 400V Crosscap Capacitor,100.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Jantzen-0290-100uF-400V-Crosscap-Capacitor-027-956,37.06
027-616,Solen 100uF 400V Poylpropylene Capacitor,100.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-100uF-400V-Poylpropylene-Capacitor-027-616,31.29
027-125,Audyn Cap Q4 100uF 400V MKP Foil Capacitor,100.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Audyn-Cap-Q4-100uF-400V-MKP-Foil-Capacitor-027-125,41.11
027-360,100uF 100V Non-Polarized Capacitor,100.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/100uF-100V-Non-Polarized-Capacitor-027-360,2.79
027-362,125uF 100V Non-Polarized Capacitor,125.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/125uF-100V-Non-Polarized-Capacitor-027-362,3.25
027-622,Solen 130uF 400V Polypropylene Capacitor,130.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-130uF-400V-Polypropylene-Capacitor-027-622,63.98
027-364,150uF 100V Non-Polarized Capacitor,150.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/150uF-100V-Non-Polarized-Capacitor-027-364,4.39
027-626,Solen 160uF 400V Polypropylene Capacitor,160.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-160uF-400V-Polypropylene-Capacitor-027-626,79.56
027-630,Solen 200uF 400V Polypropylene Capacitor,200.0,5,400,Metalized Polypropylene,https://www.parts-express.com/Solen-200uF-400V-Polypropylene-Capacitor-027-630,
027-366,200uF 100V Non-Polarized Capacitor,200.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/200uF-100V-Non-Polarized-Capacitor-027-366,87.61
027-368,220uF 100V Non-Polarized Capacitor,220.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/220uF-100V-Non-Polarized-Capacitor-027-368,4.79
027-370,250uF 100V Non-Polarized Capacitor,250.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/250uF-100V-Non-Polarized-Capacitor-027-370,4.79
027-371,300uF 100V Non-Polarized Capacitor,300.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/300uF-100V-Non-Polarized-Capacitor-027-371,
027-374,330uF 100V Non-Polarized Capacitor,330.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/330uF-100V-Non-Polarized-Capacitor-027-374,5.49
027-376,400uF 100V Non-Polarized Capacitor,400.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/400uF-100V-Non-Polarized-Capacitor-027-376,6.09
027-378,500uF 100V Non-Polarized Capacitor,500.0,10,100,Non-Polarized Electrolytic,https://www.parts-express.com/500uF-100V-Non-Polarized-Capacitor-027-378,7.69
