PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
Jantzen Audio 001-7224,"Jantzen Audio 001-7224 | 1,5 µF | 5% | 200 V",1.5,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7224.html,48.72
Audyn KPSN/1.5/630,"Audyn KPSN/1.5/630 | 1,5 µF | 5% | 630 V",1.5,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-5-630.html,59.46
Audyn REF/1.50/600,"Audyn REF/1.50/600 | 1,5 µF | 2% | 600 V",1.5,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-1-50-600.html,62.77
Audyn ATC/1.50/630,"Audyn ATC/1.50/630 | 1,5 µF | 2% | 630 V",1.5,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-1-50-630.html,93.35
Jantzen Audio 001-02366,"Jantzen Audio 001-02366 | 1,60 µF | 5% | 400 V",1.6,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-02366.html,1.23
ClarityCap PUR1u6H250Vdc,"ClarityCap PUR1u6H250Vdc | 1,60 µF | 3% | 250 V",1.6,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur1u6h250vdc.html,24.75
ClarityCap ESA,"ClarityCap ESA | 1,70 µF | 3% | 250 V",1.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa1u7h250vdc.html,5.33
Jantzen Audio 001-0237,"Jantzen Audio 001-0237 | 1,80 µF | 5% | 400 V",1.8,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0237.html,1.23
Jantzen Audio 001-0416,"Jantzen Audio 001-0416 | 1,80 µF | 5% | 400 V",1.8,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0416.html,2.02
Audyn Q4/1.8/400,"Audyn Q4/1.8/400 | 1,8 µF | 5% | 400 V",1.8,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-1-8-400.html,3.51
"Audyn Q6/1,8/600","Audyn Q6/1,8/600 | 1,8 µF | 5% | 600 V",1.8,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-1-8-600.html,3.51
ClarityCap PX,"ClarityCap PX | 1,80 µF | 5% | 250 V",1.8,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px1u8j250vdc.html,4.12
Audyn MKTA/1.80/100,"Audyn MKTA/1.80/100 | 1,8 µF | 5% | 100 V",1.8,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-80-100.html,4.34
"Mundorf ME-1,80T3.450","Mundorf ME-1,80T3.450 | 1,80 µF | 3% | 450 V",1.8,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-180t3450.html,11.53
"Mundorf MEO-1,80T3.450","Mundorf MEO-1,80T3.450 | 1,80 µF | 3% | 450 V | Oil",1.8,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo180t3450.html,13.18
Audyn PLUS/1.80/08,"Audyn PLUS/1.80/08 | 1,8 µF | 2% | 800 V",1.8,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus18008.html,14.01
Jantzen Audio 001-0542,"Jantzen Audio 001-0542 | 1,80 µF | 2% | 800 V",1.8,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0542.html,15.25
"Mundorf SUP8-1,80","Mundorf SUP8-1,80 | 1,80 µF | 2% | 600 V",1.8,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-180.html,18.97
Jantzen Audio 001-0642,"Jantzen Audio 001-0642 | 1,80 µF | 2% | 800 V",1.8,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0642.html,21.86
Audyn KPSN/1.80/160,"Audyn KPSN/1.80/160 | 1,8 µF | 2% | 160 V",1.8,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-80-160.html,21.86
ClarityCap PUR1u8H250Vdc,"ClarityCap PUR1u8H250Vdc | 1,80 µF | 3% | 250 V",1.8,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur1u8h250vdc.html,24.75
ClarityCap MR,"ClarityCap MR | 1,80 µF | 3% | 400 V",1.8,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr1u8h400vdc.html,33.84
Audyn KPSN/1.8/250,"Audyn KPSN/1.8/250 | 1,8 µF | 2% | 250 V",1.8,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-8-250.html,47.07
Audyn KPSN/1.8/630,"Audyn KPSN/1.8/630 | 1,8 µF | 5% | 630 V",1.8,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-8-630.html,63.6
Audyn REF/1.80/600,"Audyn REF/1.80/600 | 1,8 µF | 2% | 600 V",1.8,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-1-80-600.html,66.9
Audyn ATC/1.80/630,"Audyn ATC/1.80/630 | 1,8 µF | 2% | 630 V",1.8,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-1-80-630.html,120.62
Jantzen Audio 001-02372,"Jantzen Audio 001-02372 | 2,00 µF | 5% | 400 V",2.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-02372.html,1.23
Audyn Q2/2.00/250,"Audyn Q2/2.00/250 | 2,0 µF | 5% | 250 V",2.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-2-00-250.html,1.23
Dayton Audio DMPC-2.0,"Dayton Audio DMPC-2.0 | 2,0 µF | 5% | 250 V",2.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-2-0.html,1.64
Dayton Audio PMPC-2.0,"Dayton Audio PMPC-2.0 | 2,0 µF | 1% | 250 V",2.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-2-0.html,2.6
Audyn Q4/2.0/400,"Audyn Q4/2.0/400 | 2,0 µF | 5% | 400 V",2.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-2-0-400.html,3.26
"Audyn Q6/2,0/600","Audyn Q6/2,0/600 | 2,0 µF | 5% | 600 V",2.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-2-0-600.html,3.68
ClarityCap PUR2u0H250Vdc,"ClarityCap PUR2u0H250Vdc | 2,00 µF | 3% | 250 V",2.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur2u0h250vdc.html,24.75
ClarityCap MR,"ClarityCap MR | 2,00 µF | 3% | 400 V",2.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr2uh400vdc.html,33.84
Jantzen Audio 001-6011,"Jantzen Audio 001-6011 | 2,2 µF | 10% | 100 V",2.2,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6011.html,0.82
Audyn Q2/2.2/250,"Audyn Q2/2.2/250 | 2,2 µF | 5% | 250 V",2.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-2-2-250.html,1.23
Jantzen Audio 001-6111,"Jantzen Audio 001-6111 | 2,2 µF | 5% | 100 V",2.2,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6111.html,1.23
Jantzen Audio 001-0238,"Jantzen Audio 001-0238 | 2,20 µF | 5% | 400 V",2.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0238.html,1.23
Audyn ERA/2.2/100,"Audyn ERA/2.2/100 | 2,2 µF | 10% | 100 V",2.2,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-2-2-100.html,1.23
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 2,2 µF | 10% | 100V",2.2,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-324.html,1.64
Audyn MKTA/2.2/160,"Audyn MKTA/2.2/160 | 2,2 µF | 5% | 160 V",2.2,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-2-160.html,1.64
Audyn MKTA/2.2/250,"Audyn MKTA/2.2/250 | 2,2 µF | 5% | 250 V",2.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-2-250.html,1.89
Jantzen Audio 001-8020,"Jantzen Audio 001-8020 | 2,20 µF | 5% | 160 V",2.2,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8020.html,2.02
Dayton Audio DMPC-2.2,"Dayton Audio DMPC-2.2 | 2,2 µF | 5% | 250 V",2.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-22.html,2.02
Jantzen Audio 001-0419,"Jantzen Audio 001-0419 | 2,20 µF | 5% | 400 V",2.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0419.html,2.85
Dayton Audio PMPC-2.2,"Dayton Audio PMPC-2.2 | 2,2 µF | 1% | 250 V",2.2,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-22.html,3.51
Intertechnik ELCA/2.2/AX,"Intertechnik ELCA/2.2/AX | 2,2 µF | 10% | 100 V",2.2,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-2-2-ax.html,3.51
Audyn Q4/2.2/400,"Audyn Q4/2.2/400 | 2,2 µF | 5% | 400 V",2.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-2-2-400.html,3.68
"Audyn Q6/2,2/600","Audyn Q6/2,2/600 | 2,2 µF | 5% | 600 V",2.2,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-2-2-600.html,3.68
Audyn MKTA/2.20/100,"Audyn MKTA/2.20/100 | 2,2 µF | 5% | 100 V",2.2,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-20-100.html,4.34
Audyn KPQS/2.2/400,"Audyn KPQS/2.2/400 | 2,2 µF | 5% | 400 V",2.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-2-2-400.html,4.5
ClarityCap PX,"ClarityCap PX | 2,20 µF | 5% | 250 V",2.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px2u2j250vdc.html,4.95
Audyn KPQS/2.2/630,"Audyn KPQS/2.2/630 | 2,2 µF | 5% | 630 V",2.2,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-2-2-630.html,5.33
ClarityCap ESA,"ClarityCap ESA | 2,20 µF | 3% | 250 V",2.2,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa2u2h250vdc.html,5.58
"Mundorf MCAP250-2,20","Mundorf MCAP250-2,20 | 2,20 µF | 5% | 250 V",2.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-220.html,5.74
"Mundorf MCAP400-2,20","Mundorf MCAP400-2,20 | 2,20 µF | 3% | 400 V",2.2,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-220.html,6.16
"Mundorf MCAP630-2,20","Mundorf MCAP630-2,20 | 2,20 µF | 3% | 630 V",2.2,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-220.html,6.57
"Mundorf ME-2,20T3.450","Mundorf ME-2,20T3.450 | 2,20 µF | 3% | 450 V",2.2,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-220t3450.html,11.53
"Mundorf MEO-2,20T3.450","Mundorf MEO-2,20T3.450 | 2,20 µF | 3% | 450 V | Oil",2.2,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo220t3450.html,13.18
ClarityCap CSA,"ClarityCap CSA | 2,20 µF | 3% | 250 V",2.2,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa2u2h250vdc.html,13.18
Audyn PLUS/2.20/08,"Audyn PLUS/2.20/08 | 2,2 µF | 2% | 800 V",2.2,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-2-20-08.html,13.43
Jantzen Audio 001-0546,"Jantzen Audio 001-0546 | 2,20 µF | 2% | 800 V",2.2,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0546.html,16.49
"Mundorf SUP8-2,20","Mundorf SUP8-2,20 | 2,20 µF | 2% | 600 V",2.2,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-220.html,21.45
Audyn KPSN/2.20/160,"Audyn KPSN/2.20/160 | 2,2 µF | 2% | 160 V",2.2,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-2-20-160.html,22.27
Jantzen Audio 001-0646,"Jantzen Audio 001-0646 | 2,20 µF | 2% | 800 V",2.2,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0646.html,22.69
ClarityCap PUR2u2H250Vdc,"ClarityCap PUR2u2H250Vdc | 2,20 µF | 3% | 250 V",2.2,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur2u2h250vdc.html,25.17
"Mundorf MESGO-2,2T3.450","Mundorf MESGO-2,2T3.450 | 2,2 µF | 3% | 450 V",2.2,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-22t3450.html,33.02
ClarityCap MR,"ClarityCap MR | 2,20 µF | 3% | 400 V",2.2,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr2u2h400vdc.html,33.02
Jantzen Audio 001-7028,"Jantzen Audio 001-7028 | 2,20 µF | 3% | 100 V",2.2,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7028.html,40.04
ClarityCap CMR,"ClarityCap CMR | 2,20 µF | 3% | 400 V",2.2,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr2u2h400vdc.html,41.28
Audyn KPSN/2.2/250,"Audyn KPSN/2.2/250 | 2,2 µF | 2% | 250 V",2.2,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-2-2-250.html,51.61
Jantzen Audio 001-7228,"Jantzen Audio 001-7228 | 2,2 µF | 5% | 200 V",2.2,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7228.html,68.14
Audyn KPSN/2.2/630,"Audyn KPSN/2.2/630 | 2,2 µF | 5% | 630 V",2.2,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-2-2-630.html,68.14
Audyn REF/2.20/600,"Audyn REF/2.20/600 | 2,2 µF | 2% | 600 V",2.2,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-2-20-600.html,74.34
Audyn ATC/2.20/630,"Audyn ATC/2.20/630 | 2,2 µF | 2% | 630 V",2.2,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-2-20-630.html,185.08
Jantzen Audio 001-0239,"Jantzen Audio 001-0239 | 2,40 µF | 5% | 400 V",2.4,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0239.html,1.23
ClarityCap MR,"ClarityCap MR | 2,40 µF | 3% | 400 V",2.4,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr2u4h400vdc.html,33.84
Audyn Q4/2.5/400,"Audyn Q4/2.5/400 | 2,5 µF | 5% | 400 V",2.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-2-5-400.html,3.51
ClarityCap PUR2u5H250Vdc,"ClarityCap PUR2u5H250Vdc | 2,50 µF | 3% | 250 V",2.5,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur2u5h250vdc.html,25.58
Jantzen Audio 001-6114,"Jantzen Audio 001-6114 | 2,7 µF | 5% | 100 V",2.7,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6114.html,1.23
Jantzen Audio 001-0240,"Jantzen Audio 001-0240 | 2,70 µF | 5% | 400 V",2.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0240.html,1.23
Dayton Audio DMPC-2.7,"Dayton Audio DMPC-2.7 | 2,7 µF | 5% | 250 V",2.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-2-7.html,1.64
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 2,7 µF | 10% | 100V",2.7,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-326.html,1.64
Audyn Q2/2.7/250,"Audyn Q2/2.7/250 | 2,7 µF | 5% | 250 V",2.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-2-7-250.html,1.86
Jantzen Audio 001-8030,"Jantzen Audio 001-8030 | 2,70 µF | 5% | 160 V",2.7,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8030.html,2.02
Audyn MKTA/2.7/160,"Audyn MKTA/2.7/160 | 2,7 µF | 5% | 160 V",2.7,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-7-160.html,2.06
Audyn MKTA/2.7/250,"Audyn MKTA/2.7/250 | 2,7 µF | 5% | 250 V",2.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-7-250.html,2.06
Jantzen Audio 001-0422,"Jantzen Audio 001-0422 | 2,70 µF | 5% | 400 V",2.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0422.html,2.85
Dayton Audio PMPC-2.7,"Dayton Audio PMPC-2.7 | 2,7 µF | 1% | 250 V",2.7,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-27.html,3.26
Audyn Q4/2.7/400,"Audyn Q4/2.7/400 | 2,7 µF | 5% | 400 V",2.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-2-7-400.html,3.68
Audyn MKTA/2.70/100,"Audyn MKTA/2.70/100 | 2,7 µF | 5% | 100 V",2.7,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-2-70-100.html,4.34
"Audyn Q6/2,7/600","Audyn Q6/2,7/600 | 2,7 µF | 5% | 600 V",2.7,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-2-7-600.html,4.5
Audyn KPQS/2.7/400,"Audyn KPQS/2.7/400 | 2,7 µF | 5% | 400 V",2.7,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-2-7-400.html,4.75
ClarityCap PX,"ClarityCap PX | 2,70 µF | 5% | 250 V",2.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px2u7j250vdc.html,4.95
ClarityCap ESA,"ClarityCap ESA | 2,70 µF | 3% | 250 V",2.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa2u7h250vdc.html,5.74
"Mundorf MCAP400-2,70","Mundorf MCAP400-2,70 | 2,70 µF | 3% | 400 V",2.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-270.html,6.16
Audyn KPQS/2.7/630,"Audyn KPQS/2.7/630 | 2,7 µF | 5% | 630 V",2.7,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-2-7-630.html,6.16
"Mundorf MCAP250-2,70","Mundorf MCAP250-2,70 | 2,70 µF | 5% | 250 V",2.7,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-270.html,6.57
"Mundorf ME-2,70T3.450","Mundorf ME-2,70T3.450 | 2,70 µF | 3% | 450 V",2.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-270t3450.html,11.53
"Mundorf MEO-2,70T3.450","Mundorf MEO-2,70T3.450 | 2,70 µF | 3% | 450 V | Oil",2.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo270t3450.html,13.18
ClarityCap CSA,"ClarityCap CSA | 2,70 µF | 3% | 250 V",2.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa2u7h250vdc.html,13.6
Jantzen Audio 001-0550,"Jantzen Audio 001-0550 | 2,70 µF | 2% | 800 V",2.7,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0550.html,18.14
"Mundorf SUP8-2,70","Mundorf SUP8-2,70 | 2,70 µF | 2% | 600 V",2.7,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-270.html,18.14
Audyn KPSN/2.70/160,"Audyn KPSN/2.70/160 | 2,7 µF | 2% | 160 V",2.7,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-2-70-160.html,24.75
Jantzen Audio 001-0650,"Jantzen Audio 001-0650 | 2,70 µF | 2% | 800 V",2.7,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0650.html,25.17
ClarityCap PUR2u7H250Vdc,"ClarityCap PUR2u7H250Vdc | 2,70 µF | 3% | 250 V",2.7,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur2u7h250vdc.html,25.58
ClarityCap MR,"ClarityCap MR | 2,70 µF | 3% | 400 V",2.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr2u7h400vdc.html,34.67
"Mundorf MESGO-2,7T3.450","Mundorf MESGO-2,7T3.450 | 2,7 µF | 3% | 450 V",2.7,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-27t3450.html,37.15
Jantzen Audio 001-7030,"Jantzen Audio 001-7030 | 2,70 µF | 3% | 100 V",2.7,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7030.html,42.52
ClarityCap CMR,"ClarityCap CMR | 2,70 µF | 3% | 400 V",2.7,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr2u7h400vdc.html,43.35
Audyn KPSN/2.7/250,"Audyn KPSN/2.7/250 | 2,7 µF | 2% | 250 V",2.7,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-2-7-250.html,73.51
Audyn REF/2.70/600,"Audyn REF/2.70/600 | 2,7 µF | 2% | 600 V",2.7,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-2-70-600.html,77.23
Jantzen Audio 001-7230,"Jantzen Audio 001-7230 | 2,7 µF | 5% | 200 V",2.7,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7230.html,83.43
Audyn ATC/2.70/630,"Audyn ATC/2.70/630 | 2,7 µF | 2% | 630 V",2.7,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-2-70-630.html,221.69
Jantzen Audio 001-0241,"Jantzen Audio 001-0241 | 3,00 µF | 5% | 400 V",3.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0241.html,1.23
Audyn Q2/3.0/250,"Audyn Q2/3.0/250 | 3,0 µF | 5% | 250 V",3.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-3-0-250.html,1.86
Dayton Audio DMPC-3.0,"Dayton Audio DMPC-3.0 | 3,0 µF | 5% | 250 V",3.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-3-0.html,2.02
Dayton Audio PMPC-3.0,"Dayton Audio PMPC-3.0 | 3,0 µF | 1% | 250 V",3.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-3-0.html,3.43
Audyn Q4/3.0/400,"Audyn Q4/3.0/400 | 3,0 µF | 5% | 400 V",3.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-3-0-400.html,3.68
ClarityCap PX,"ClarityCap PX | 3,00 µF | 5% | 250 V",3.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px3u0j250vdc.html,4.95
ClarityCap ESA,"ClarityCap ESA | 3,00 µF | 3% | 250 V",3.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa3uh250vdc.html,5.99
ClarityCap CSA,"ClarityCap CSA | 3,00 µF | 3% | 250 V",3.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa3uh250vdc.html,14.01
ClarityCap PUR3u0H250Vdc,"ClarityCap PUR3u0H250Vdc | 3,00 µF | 3% | 250 V",3.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur3u0h250vdc.html,26.82
ClarityCap MR,"ClarityCap MR | 3,00 µF | 3% | 400 V",3.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr3uh400vdc.html,35.5
Intertechnik ELCR/3.3/100,"Intertechnik ELCR/3.3/100 | 3,3 µF | 10% | 100 V",3.3,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elcr-3-3-100.html,0.82
Jantzen Audio 001-6117,"Jantzen Audio 001-6117 | 3,3 µF | 5% | 100 V",3.3,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6117.html,1.23
Audyn EGL/3.3/50/5,"Audyn EGL/3.3/50/5 | 3,3 µF | 5% | 50 V",3.3,5.0,50.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-3-3-50-5.html,1.23
Audyn EGL/3.3/70,"Audyn EGL/3.3/70 | 3,3 µF | 5% | 70 V",3.3,5.0,70.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-3-3-70.html,1.23
Jantzen Audio 001-0242,"Jantzen Audio 001-0242 | 3,30 µF | 5% | 400 V",3.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0242.html,1.64
Dayton Audio DMPC-3.3,"Dayton Audio DMPC-3.3 | 3,3 µF | 5% | 250 V",3.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-3-3.html,1.64
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 3,3 µF | 10% | 100V",3.3,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-328.html,1.64
Audyn Q2/3.3/250,"Audyn Q2/3.3/250 | 3,3 µF | 5% | 250 V",3.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-3-3-250.html,1.86
Audyn ERA/3.3/100,"Audyn ERA/3.3/100 | 3,3 µF | 10% | 100 V",3.3,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-3-3-100.html,2.02
Jantzen Audio 001-8040,"Jantzen Audio 001-8040 | 3,30 µF | 5% | 160 V",3.3,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8040.html,2.02
Audyn MKTA/3.3/160,"Audyn MKTA/3.3/160 | 3,3 µF | 5% | 160 V",3.3,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-3-160.html,2.06
Audyn MKTA/3.3/250,"Audyn MKTA/3.3/250 | 3,3 µF | 5% | 250 V",3.3,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-3-3-250.html,2.22
Jantzen Audio 001-0425,"Jantzen Audio 001-0425 | 3,30 µF | 5% | 400 V",3.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0425.html,2.85
Audyn Q4/3.3/400,"Audyn Q4/3.3/400 | 3,3 µF | 5% | 400 V",3.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-3-3-400.html,3.68
